,Position,TeamAPlayer1,TeamAPlayer2,TeamBPlayer1,TeamBPlayer2,Winner,Loser,Compid,Event Date
954,1,Emily Hansen,Sydney Haynes,Kayla Tinker,Gabby Morrison,Cal State Bakersfield,Vanguard,1071,20180310
959,1,Carly Kan,Laurel Weaver,Federica Frasca,Margherita Bianchin,FIU,Hawaii,1073,20180311
964,1,Brook Bauer,Madalyn Roh,Kristen Nuss,Claire Coppola,Pepperdine,LSU,1074,20180311
969,1,Megan McNamara,Nicole McNamara,Macy Jerger,Victoria Paranagua,UCLA,Florida State,1075,20180311
974,1,Abril Bustamante,Tina Graudina,Jillian Bergeson,Jaelyn Greene,USC,TCU,1076,20180311
979,1,Emily Maglio,Ka'iwi Schucht,Claire Coppola,Kristen Nuss,Hawaii,LSU,1077,20180311
984,1,Brook Bauer,Madalyn Roh,Federica Frasca,Margherita Bianchin,FIU,Pepperdine,1078,20180311
989,1,Megan McNamara,Nicole McNamara,Jillian Bergeson,Jaelyn Greene,UCLA,TCU,1079,20180311
994,1,Abril Bustamante,Tina Graudina,Macy Jerger,Victoria Paranagua,USC,Florida State,1080,20180311
999,1,Nele Barber,Rachel Nieto,Taylor Fricano,Veronica Snelling,Long Beach State,Missouri State,1081,20180312
1008,1,Nele Barber,Rachel Nieto,Taylor Woods,Katie Scherr,Long Beach State,Colorado Mesa,1083,20180312
1013,1,Nandyala Gama,Lyndi Scholl,Tani Stephens ,Cali Thompson,San Jose State University,Portland,1084,20180312
1018,1,Katie Will,Kaylie Milton,Emily Fedonczak,Nichole LeFevre,Jacksonville State,Huntingdon,1085,20180313
1030,1,Emily Bible,Lindsey Knudsen,Kristen Mead,Hailey Lindberg,Saint Mary's,Santa Clara,1088,20180313
1035,1,Gabby Love,Grace Convey,Katie Will,Charis Ludtke,ULM,Jacksonville State,1093,20180303
1040,1,Brook Bauer,Madalyn Roh,Vanessa Freire,Sara Putt,Pepperdine,Florida State,1094,20180314
1045,1,Katie Sato,Aeryn Owens,Taylor Woods,Katie Scherr,Cal State Northridge,Colorado Mesa,1095,20180314
1053,1,Katie Sato,Aeryn Owens,Taylor Fricano,Veronica Snelling,Cal State Northridge,Missouri State,1097,20180314
1060,1,Sasha Karelov,Anete Brinke,Jillian Bergeson,Jaelyn Greene,Long Beach State,TCU,1102,20180315
1065,1,Savannah  Slattery,McKayla Ferris,Jillian Bergeson,Jaelyn Greene,TCU,LMU,1103,20180315
1070,1,Sasha Karelov,Anete Brinke,Vanessa Freire,Sara Putt,Long Beach State,Florida State,1105,20180315
1075,1,Vanessa Freire,Sara Putt,Savannah  Slattery,McKayla Ferris,Florida State,LMU,1106,20180315
1080,1,Carly Perales,Sunniva Helland-Hansen,Maddie Irwin,Erin Martin,Stetson,New Mexico,1107,20180316
1085,1,Katja Ehlers,Krissy Mummey,Gabrielle Dischler,Jessalyn Kinlaw,College of Charleston,FAU,1108,20180316
1090,1,Devon May,Kenley Adams,Gabby Love,Grace Convey,UAB,ULM,1109,20180316
1095,1,Devon May,Kenley Adams,Grace Convey,Gabby Love,UAB,ULM,1110,20180316
1100,1,Federica Frasca,Margherita Bianchin,Savannah Siegrist,Mackenzie Swan,FIU,Jacksonville,1111,20180316
1105,1,Hayley Tippett,Megan Nash,Sophie Peel,Kacy Ogden,Central Arkansas,Mercer,1112,20180316
1110,1,Alexia Inman,Mima Mirkovic,Payton Rund,Morgan Hughes,Saint Mary's,Cal,1113,20180316
1115,1,Alexia Inman,Mima Mirkovic,Sarah Davis,Mikaela Nocetti,Cal,"Cal State University, Sacramento",1114,20180316
1120,1,Margherita Bianchin,Federica Frasca,Maddie Irwin,Erin Martin,FIU,New Mexico,1115,20180316
1125,1,Emily Hansen,Sydney Haynes,Taylor Fricano,Veronica Snelling,Missouri State,Cal State Bakersfield,1116,20180316
1130,1,Carly Perales,Sunniva Helland-Hansen,Maddy Kline,Nicole Lott,Stetson,UNC Wilmington,1117,20180316
1135,1,Madeline Mertz,Kaylie Mchugh,Sophie Peel,Kacy Ogden,Tulane,Mercer,1118,20180316
1140,1,Madeline Mertz,Kaylie Mchugh,Ginny Gerig,Cecily Gable,Tulane,Austin Peay State ,1119,20180316
1145,1,Krissy Mummey,Katja Ehlers,Mackenzie Swan,Savannah Siegrist,College of Charleston,Jacksonville,1120,20180316
1150,1,Hayley Tippett,Megan Nash,Gabby Love,Grace Convey,Central Arkansas,ULM,1121,20180316
1155,1,Mackenzie Allen,Amanda Carroll,Melissa Elias,Sorrel  Houghton,FGCU,Tampa,1122,20180316
1159,1,Jessalyn Kinlaw,Gabrielle Dischler,Jessica Wooten,Aeriel Horton,FAU,Houston Baptist,1129,20180316
1164,1,Maddy Kline,Nicole Lott,Aeriel Horton,Jessica Wooten,UNC Wilmington,Houston Baptist,1135,20180316
1169,1,Maddy Kline,Nicole Lott,Savannah Siegrist,Mackenzie Swan,UNC Wilmington,Jacksonville,1136,20180316
1174,1,Jessica Wooten,Aeriel Horton,Maddie Irwin,Erin Martin,Houston Baptist,New Mexico,1137,20180316
1179,1,Carly Perales,Sunniva Helland-Hansen,Gabrielle Dischler,Jessalyn Kinlaw,Stetson,FAU,1140,20180317
1184,1,Torrey Van Winden,Tia Miric,Jillian Bergeson,Jaelyn Greene,Cal Poly SLO,TCU,1141,20180317
1189,1,Carly Kan,Laurel Weaver,Kelly Hunter,Lauren Stivrins,Hawaii,Nebraska,1143,20180317
1194,1,Teegan Van Gunst,Tiffany Creamer,Kristen Nuss,Claire Coppola,LSU,Georgia State,1144,20180317
1199,1,Claire Coppola,Kristen Nuss,Katie Will,Kaylie Milton,LSU,Jacksonville State,1145,20180317
1204,1,Abril Bustamante,Tina Graudina,Molly Turner,Kelli Iverson,USC,Grand Canyon,1146,20180317
1209,1,Maddy Kline,Nicole Lott,Maddie Irwin,Erin Martin,New Mexico,UNC Wilmington,1147,20180317
1214,1,Katja Ehlers,Krissy Mummey,Maddie Irwin,Erin Martin,New Mexico,College of Charleston,1148,20180317
1219,1,Shannon Williams,Ali Denney,Teegan Van Gunst,Tiffany Creamer,South Carolina,Georgia State,1149,20180317
1224,1,Carly Kan,Laurel Weaver,Tina Graudina,Abril Bustamante,USC,Hawaii,1150,20180317
1229,1,Kenley Adams,Devon May,Sophie Peel,Kacy Ogden,UAB,Mercer,1151,20180317
1234,1,Madeline Mertz,Kaylie Mchugh,Kenley Adams,Devon May,UAB,Tulane,1152,20180317
1239,1,Carly Kan,Laurel Weaver,Kelly Hunter,Lauren Stivrins,Hawaii,Nebraska,1153,20180317
1244,1,Madeline Mertz,Kaylie Mchugh,Gabby Love,Grace Convey,Tulane,ULM,1154,20180317
1249,1,Molly Turner,Kelli Iverson,Lauren Stivrins,Kelly Hunter,Nebraska,Grand Canyon,1155,20180317
1254,1,Carly Perales,Sunniva Helland-Hansen,Jessica Wooten,Aeriel Horton,Houston Baptist,Stetson,1156,20180317
1259,1,Brook Bauer,Madalyn Roh,Shannon Williams,Ali Denney,Pepperdine,South Carolina,1157,20180317
1264,1,Brook Bauer,Madalyn Roh,Kaylie Milton,Katie Will,Pepperdine,Jacksonville State,1158,20180317
1269,1,Sophie Peel,Kacy Ogden,Ginny Gerig,Cecily Gable,Mercer,Austin Peay State ,1159,20180317
1274,1,Hayley Tippett,Megan Nash,Ginny Gerig,Cecily Gable,Central Arkansas,Austin Peay State ,1160,20180317
1279,1,Torrey Van Winden,Tia Miric,Natalie Anselmo,Olivia Macdonald,Cal Poly SLO,Arizona,1161,20180317
1284,1,Federica Frasca,Margherita Bianchin,Nicole Lott,Maddy Kline,FIU,UNC Wilmington,1162,20180317
1289,1,Torrey Van Winden,Tia Miric,Jillian Bergeson,Jaelyn Greene,Cal Poly SLO,TCU,1163,20180317
1294,1,Federica Frasca,Margherita Bianchin,Katja Ehlers,Krissy Mummey,FIU,College of Charleston,1164,20180317
1299,1,Gabrielle Dischler,Jessalyn Kinlaw,Mackenzie Swan,Savannah Siegrist,FAU,Jacksonville,1165,20180317
1304,1,Tina Graudina,Abril Bustamante,Kenzie Maloney,Annika Albrecht,USC,Nebraska,1166,20180317
1309,1,Vanessa Freire,Sara Putt,Jessica Wooten,Aeriel Horton,Houston Baptist,Florida State,1170,20180317
1314,1,Hailey Luke,Katie Horton,Savannah Siegrist,Mackenzie Swan,Florida State,Jacksonville,1171,20180317
1319,1,Carly Kan,Laurel Weaver,Molly Turner,Kelli Iverson,Hawaii,Grand Canyon,1172,20180317
1324,1,Alexia Inman,Mima Mirkovic,Nandyala Gama,Lyndi Scholl,Cal,San Jose State University,1173,20180317
1329,1,Alexia Inman,Mima Mirkovic,Andie Shelton,Maycie LaBass,Cal,Pacific,1174,20180317
1334,1,Natalie Anselmo,Olivia Macdonald,Jillian Bergeson,Jaelyn Greene,Arizona,TCU,1175,20180317
1339,1,Morgan Hughes,Payton Rund,Anna Dalla Vecchia,Julia Topor,Saint Mary's,USF,1176,20180317
1344,1,Selina Marolf,Abigail Devido,Rachel Kuhn,Cara Sander,Texas A&M; Corpus Christi,New Orleans,1179,20180317
1349,1,Nicole McNamara,Megan McNamara,Taylor Fricano,Veronica Snelling,UCLA,Missouri State,1180,20180317
1354,1,Nicole McNamara,Megan McNamara,Katie Scherr,Taylor Woods,UCLA,Colorado Mesa,1181,20180317
1359,1,Andie Shelton,Maycie LaBass,Nandyala Gama,Lyndi Scholl,San Jose State University,Pacific,1182,20180317
1364,1,Nicole McNamara,Megan McNamara,Savannah  Slattery,McKayla Ferris,UCLA,LMU,1183,20180317
1369,1,Taylor Fricano,Veronica Snelling,Katie Scherr,Taylor Woods,Missouri State,Colorado Mesa,1184,20180317
1373,1,Savannah  Slattery,McKayla Ferris,Taylor Fricano,Veronica Snelling,LMU,Missouri State,1185,20180317
1378,1,Savannah  Slattery,McKayla Ferris,Taylor Woods,Katie Scherr,LMU,Colorado Mesa,1188,20180317
1383,1,Brook Bauer,Madalyn Roh,Kristen Nuss,Claire Coppola,LSU,Pepperdine,1189,20180318
1389,1,Madalyn Roh,Brook Bauer,Annika Van Gunst,Teegan Van Gunst,Georgia State,Pepperdine,1191,20180318
1394,1,Shannon Williams,Ali Denney,Kristen Nuss,Claire Coppola,LSU,South Carolina,1192,20180318
1399,1,Rachel Kuhn,Cara Sander,Caitlyn Cox,Adriana Skipper,New Orleans,Ottawa,1193,20180318
1404,1,Emily Maglio,Ka'iwi Schucht,Tina Graudina,Abril Bustamante,Hawaii,USC,1194,20180318
1409,1,Abril Bustamante,Tina Graudina,Kelly Hunter,Lauren Stivrins,USC,Nebraska,1195,20180318
1414,1,Hannah Towne,Molly Turner,Annika Albrecht,Kenzie Maloney,Grand Canyon,Nebraska,1196,20180318
1419,1,Gabby Atchley,Whitney Walker,Selina Marolf,Abigail Devido,Texas A&M; Corpus Christi,Texas A&M; Kingsville,1197,20180318
1421,1,Ka'iwi Schucht,Emily Maglio,Molly Turner,Hannah Towne,Hawaii,Grand Canyon,1198,20180318
1426,1,Selina Marolf,Abigail Devido,Adriana Skipper,Caitlyn Cox,Texas A&M; Corpus Christi,Ottawa,1199,20180318
1431,1,Ka'iwi Schucht,Emily Maglio,Kelly Hunter,Lauren Stivrins,Hawaii,Nebraska,1200,20180318
1436,1,Ali Denney,Shannon Williams,Sadie Anderson,Katie Will,South Carolina,Jacksonville State,1201,20180318
1441,1,Teegan Van Gunst,Annika Van Gunst,Katie Will,Kaylie Milton,Georgia State,Jacksonville State,1202,20180318
1446,1,Olivia Macdonald,Natalie Anselmo,Kristen Mead,Hailey Lindberg,Arizona,Santa Clara,1203,20180318
1451,1,Olivia Macdonald,Natalie Anselmo,Nandyala Gama,Lyndi Scholl,Arizona,San Jose State University,1204,20180318
1456,1,Nandyala Gama,Lyndi Scholl,Kristen Mead,Hailey Lindberg,San Jose State University,Santa Clara,1205,20180318
1465,1,Morgan Hughes,Payton Rund,Maycie LaBass,Andie Shelton,Saint Mary's,Pacific,1215,20180320
1470,1,Ka'iwi Schucht,Emily Maglio,Kelly Hunter,Lauren Stivrins,Hawaii,Nebraska,1216,20180320
1475,1,Carly Scarborough,Amanda Silva,Allie Geary,Anna Tovo,FAU,Florida Southern,1217,20180321
1480,1,Devon Rachel,Mckala Rhodes,Veronica Corcoran,Rachel Kuhn,College of Charleston,New Orleans,1218,20180321
1485,1,Federica Frasca,Margherita Bianchin,Amanda Carroll,Mackenzie Allen,FIU,FGCU,1219,20180321
1490,1,Maddy Kline,Nicole Lott,Dora Lulic,Carla Cahill,UNC Wilmington,Coastal Carolina,1220,20180321
1495,1,Maddy Kline,Nicole Lott,Dora Lulic,Carla Cahill,UNC Wilmington,Coastal Carolina,1221,20180321
1500,1,Taylor Fricano,Veronica Snelling,Adriana Skipper,Yuleika Jimenez,Missouri State,Ottawa,1224,20180322
1505,1,Anete Brinke,Sasha Karelov,Jordan Anderson,Kimmy Gardiner,Washington,Long Beach State,1225,20180322
1510,1,Nele Barber,Rachel Nieto,Kayla Tinker,Gabby Morrison,Long Beach State,Vanguard,1226,20180322
1515,1,Jordan Anderson,Kimmy Gardiner,Kayla Tinker,Gabby Morrison,Washington,Vanguard,1227,20180322
1520,1,Teegan Van Gunst,Annika Van Gunst,Katie Will,Sadie Anderson,Georgia State,Jacksonville State,1228,20180323
1525,1,Courtney Miller,Carina Hoff,Sophie Peel,Kacy Ogden,UNF,Mercer,1229,20180323
1530,1,Nele Barber,Rachel Nieto,Kelly Hunter,Lauren Stivrins,Long Beach State,Nebraska,1230,20180323
1535,1,Nele Barber,Rachel Nieto,Vanessa Bernzen,Tristan Self,Long Beach State,Concordia,1231,20180323
1540,1,Lauren Stivrins,Kelly Hunter,Tristan Self,Vanessa Bernzen,Nebraska,Concordia,1232,20180323
1545,1,Teegan Van Gunst,Annika Van Gunst,Carina Hoff,Courtney Miller,Georgia State,UNF,1233,20180323
1550,1,Gabby Love,Grace Convey,Sophie Peel,Kacy Ogden,ULM,Mercer,1234,20180323
1555,1,Federica Frasca,Margherita Bianchin,Jenya Kruglova,Anna Garrett,FIU,Saint Leo,1235,20180323
1560,1,Federica Frasca,Margherita Bianchin,Mackenzie Swan,Savannah Siegrist,FIU,Jacksonville,1237,20180323
1565,1,Mackenzie Swan,Savannah Siegrist,Sydney Marshall,Makena Wilson,Jacksonville,Florida Southern,1240,20180323
1570,1,Selina Marolf,Abigail Devido,Gabby Atchley,Whitney Walker,Texas A&M; Corpus Christi,Texas A&M; Kingsville,1253,20180323
1573,1,Lyndi Scholl,Nandyala Gama,Anna Dalla Vecchia,Julia Topor,San Jose State University,USF,1255,20180323
1578,1,Ginny Gerig,Cecily Gable,Emily Fedonczak,Nichole LeFevre,Austin Peay State ,Huntingdon,1256,20180323
1586,1,Gabby Love,Grace Convey,Katie Will,Sadie Anderson,ULM,Jacksonville State,1258,20180324
1591,1,Sophie Peel,Kacy Ogden,Katie Will,Sadie Anderson,Mercer,Jacksonville State,1259,20180324
1596,1,Carina Hoff,Courtney Miller,Gabby Love,Grace Convey,UNF,ULM,1260,20180324
1601,1,Megan McNamara,Nicole McNamara,Kwyn Johnson,Mia Rivera,UCLA,ASU,1261,20180324
1606,1,Ka'iwi Schucht,Emily Maglio,Maddy Kline,Nicole Lott,Hawaii,UNC Wilmington,1262,20180324
1611,1,Federica Frasca,Margherita Bianchin,Mackenzie Redner,Savanna Cary,FIU,Eckerd ,1263,20180324
1615,1,Abril Bustamante,Tina Graudina,Alexia Inman,Mima Mirkovic,USC,Cal,1264,20180324
1620,1,Haven Hill,Cassie House,Kenley Adams,Devon May,TCU,UAB,1265,20180324
1625,1,Kathryn Plummer,Sunny Villapando,Jordan Anderson,Kimmy Gardiner,Stanford,Washington,1266,20180324
1630,1,Megan McNamara,Nicole McNamara,Natalie Anselmo,Olivia Macdonald,UCLA,Arizona,1267,20180324
1635,1,Teegan Van Gunst,Annika Van Gunst,Gabby Love,Grace Convey,Georgia State,ULM,1268,20180324
1640,1,Carina Hoff,Courtney Miller,Katie Will,Sadie Anderson,UNF,Jacksonville State,1269,20180324
1645,1,Annika Van Gunst,Teegan Van Gunst,Sophie Peel,Kacy Ogden,Georgia State,Mercer,1270,20180324
1650,1,Maddy Kline,Nicole Lott,Devon May,Kenley Adams,UNC Wilmington,UAB,1271,20180324
1655,1,Tina Graudina,Abril Bustamante,Kwyn Johnson,Mia Rivera,USC,ASU,1272,20180324
1660,1,Alexia Inman,Mima Mirkovic,Jordan Anderson,Kimmy Gardiner,Cal,Washington,1273,20180324
1665,1,Shannon Williams,Ali Denney,Amanda Carroll,Mackenzie Allen,South Carolina,FGCU,1274,20180324
1670,1,Torrey Van Winden,Tia Miric,Savannah  Slattery,Jessie Prichard,Cal Poly SLO,LMU,1275,20180324
1675,1,Torrey Van Winden,Tia Miric,Sydney Haynes,Emily Hansen,Cal Poly SLO,Cal State Bakersfield,1276,20180324
1683,1,Federica Frasca,Margherita Bianchin,Sydney Marshall,Makena Wilson,FIU,Florida Southern,1279,20180324
1689,1,Carly Perales,Sunniva Helland-Hansen,Payton Gidney,Julie Vujnovich,Stetson,Spring Hill College,1282,20180324
1694,1,Kristen Nuss,Claire Coppola,Sunniva Helland-Hansen,Carly Perales,LSU,Stetson,1283,20180324
1699,1,Kathryn Plummer,Sunny Villapando,Natalie Anselmo,Olivia Macdonald,Stanford,Arizona,1284,20180324
1704,1,Mackenzie Allen,Amanda Carroll,Cassie House,Haven Hill,TCU,FGCU,1285,20180324
1709,1,Aeriel Horton,Jessica Wooten,Hayley Tippett,Megan Nash,Houston Baptist,Central Arkansas,1286,20180324
1714,1,Megan Nash,Hayley Tippett,Adriana Skipper,Caitlyn Cox,Central Arkansas,Ottawa,1287,20180324
1719,1,Aeriel Horton,Jessica Wooten,Caitlyn Cox,Adriana Skipper,Houston Baptist,Ottawa,1288,20180324
1724,1,Ka'iwi Schucht,Emily Maglio,Shannon Williams,Ali Denney,Hawaii,South Carolina,1289,20180324
1729,1,Katja Ehlers,Krissy Mummey,Kaylie Mchugh,Madeline Mertz,Tulane,College of Charleston,1290,20180324
1734,1,Madeline Mertz,Kaylie Mchugh,Julie Vujnovich,Payton Gidney,Tulane,Spring Hill College,1291,20180324
1738,1,Sammee Thomas,Darby Dunn,Kaylie Mchugh,Madeline Mertz,Tulane,Stetson,1292,20180324
1743,1,Claire Coppola,Kristen Nuss,Carly Scarborough,Amanda Silva,LSU,FAU,1293,20180324
1748,1,Claire Coppola,Kristen Nuss,Cara Sander,Veronica Corcoran,LSU,New Orleans,1294,20180324
1753,1,Jessie Prichard,Savannah  Slattery,Sydney Haynes,Emily Hansen,LMU,Cal State Bakersfield,1295,20180324
1758,1,Tani Stephens ,Cali Thompson,Taylor Agost,Lindsey Vander Weide,Portland,Oregon,1296,20180324
1763,1,Skylar Wine,Andie Shelton,Julia Topor,Anna Dalla Vecchia,Pacific,USF,1297,20180324
1768,1,Carly Scarborough,Amanda Silva,Krissy Mummey,Katja Ehlers,FAU,College of Charleston,1298,20180324
1773,1,Krissy Mummey,Katja Ehlers,Victoria Corcoran,Rachel Kuhn,College of Charleston,New Orleans,1299,20180324
1778,1,Ginny Gerig,Cecily Gable,Morgan Harlan,Kelly Hughes,Austin Peay State ,Carson-Newman,1300,20180324
1783,1,Nicole Lott,Maddy Kline,Mackenzie Allen,Amanda Carroll,UNC Wilmington,FGCU,1308,20180325
1788,1,Haven Hill,Cassie House,Maddy Kline,Nicole Lott,UNC Wilmington,TCU,1309,20180325
1793,1,Megan McNamara,Nicole McNamara,Alexia Inman,Mima Mirkovic,UCLA,Cal,1310,20180325
1798,1,Abril Bustamante,Tina Graudina,Natalie Anselmo,Olivia Macdonald,USC,Arizona,1311,20180325
1803,1,Megan McNamara,Nicole McNamara,Jordan Anderson,Kimmy Gardiner,UCLA,Washington,1312,20180325
1808,1,Kathryn Plummer,Sunny Villapando,Kwyn Johnson,Mia Rivera,Stanford,ASU,1313,20180325
1813,1,Emily Maglio,Ka'iwi Schucht,Mackenzie Allen,Amanda Carroll,Hawaii,FGCU,1314,20180325
1818,1,Darby Dunn,Sammee Thomas,Katja Ehlers,Krissy Mummey,Stetson,College of Charleston,1315,20180325
1823,1,Darby Dunn,Sammee Thomas,Victoria Corcoran,Cara Sander,Stetson,New Orleans,1316,20180325
1828,1,Abril Bustamante,Tina Graudina,Kathryn Plummer,Sunny Villapando,USC,Stanford,1317,20180325
1833,1,Ka'iwi Schucht,Emily Maglio,Kenley Adams,Devon May,Hawaii,UAB,1318,20180325
1838,1,Alexia Inman,Mima Mirkovic,Natalie Anselmo,Olivia Macdonald,Cal,Arizona,1319,20180325
1843,1,Kwyn Johnson,Mia Rivera,Jordan Anderson,Kimmy Gardiner,Washington,ASU,1320,20180325
1848,1,Carly Scarborough,Amanda Silva,Madeline Mertz,Kaylie Mchugh,FAU,Tulane,1321,20180325
1853,1,Kristen Nuss,Claire Coppola,Kaylie Mchugh,Madeline Mertz,LSU,Tulane,1322,20180325
1858,1,Claire Coppola,Kristen Nuss,Krissy Mummey,Katja Ehlers,LSU,College of Charleston,1323,20180325
1863,1,Ali Denney,Shannon Williams,Haven Hill,Cassie House,TCU,South Carolina,1324,20180325
1868,1,Kenley Adams,Devon May,Shannon Williams,Ali Denney,UAB,South Carolina,1325,20180325
1873,1,Carly Scarborough,Amanda Silva,Julie Vujnovich,Payton Gidney,FAU,Spring Hill College,1326,20180325
1878,1,Payton Gidney,Julie Vujnovich,Victoria Corcoran,Cara Sander,New Orleans,Spring Hill College,1327,20180325
1880,1,Torrey Van Winden,Tia Miric,Lindsey Vander Weide,August Raskie,Cal Poly SLO,Oregon,1328,20180326
1885,1,Megan McNamara,Nicole McNamara,Brook Bauer,Madalyn Roh,UCLA,Pepperdine,1329,20180327
1890,1,Kathryn Plummer,Sunny Villapando,Alejandra Negron,Karla Santos,Stanford,CSULA,1330,20180327
1895,1,Nele Barber,Rachel Nieto,Kathryn Plummer,Sunny Villapando,Long Beach State,Stanford,1331,20180327
1900,1,Nele Barber,Rachel Nieto,Karla Santos,Alejandra Negron,Long Beach State,CSULA,1332,20180327
1905,1,Carina Hoff,Courtney Miller,Morgan Dees,Katie Krawczyk,UNF,Jacksonville,1338,20180328
1910,1,Courtney Miller,Carina Hoff,Morgan Dees,Katie Krawczyk,UNF,Jacksonville,1339,20180328
1915,1,Nele Barber,Rachel Nieto,Lindsey Vander Weide,August Raskie,Long Beach State,Oregon,1340,20180328
