,Name,Year,Height,Hometown/HS,Team
1087,Kai Wesemann,Jr,5'10,"Pleasant Hill, Mo",Lincoln Memorial
1088,Kayla Kidney,Sr,5'9,"Chandler, Az",Lincoln Memorial
1089,Lindsey Nartker,So,5'10,"New Carlisle, Oh",Lincoln Memorial
1090,Olivia Brock,Fr,5'10,"Lima, Oh",Lincoln Memorial
1091,Rylee Storms,R-So,6'0,"Grand Rapids, Mi",Lincoln Memorial
1092,Sarah  Jones,Fr,5'4,"Murfreesboro, Tn",Lincoln Memorial
1093,Shyanne Tallman,Fr,5'5,"Camp Lejeune, NC",Lincoln Memorial
1094,Sidney Killingsworth,Fr,6'2,"Chattanooga, Tn",Lincoln Memorial
1095,Tone Gill,R-Jr,5'9,"Nashville, Tn",Lincoln Memorial
1096,Amber Lake,So,5'9,"New Port Richey, Fl",Webber
1097,Carlee Baxter,So,5'6,"Daytona Beach, Fl",Webber
1098,Emily Bowen,Fr,5'10,"Olathe, Ks",Webber
1099,Hannah Tannone,So,5'6,"West Palm, Fl",Webber
1100,Jessica Terry,Fr,5'8,"Phoenix, Az",Webber
1101,Jordan McIntyre,So,5'7,"Spring Hill, Fl",Webber
1102,Kaxandra Naranjo,Sr,5'7,"Phoenix, Az",Webber
1103,Kobi Allston,Fr,5'8,"San Leandro, Ca",Webber
1104,Laura Embry,So,5'9,"Warburton, Australia",Webber
1105,Molly Fusarelli,Fr,5'8,"Orange, Conn",Webber
1106,Salla Rautiainen,Fr,5'10,Finland,Webber
1107,Teryn Mills,Jr,5'2,"Parker, Co",Webber
1108,Addison Genard,Fr,,"Mobile, Al",Huntingdon
1109,Alex Hillman,Jr,5'4,"Muscle Shoals, Al",Huntingdon
1110,Alexis Creasman,So,5'9,"Mary Esther, Fl",Huntingdon
1111,Amy Tyma,Fr,,"Cleveland, Oh",Huntingdon
1112,April Reese,So,,"Starkville, Ms",Huntingdon
1113,Bria Rochelle,Sr,5'6,"Mobile, Al",Huntingdon
1114,Cheyenne Scarborough,Fr,,"Virginia Beach, Va",Huntingdon
1115,Emily Fedonczak,Fr,,"Niceville, Fl",Huntingdon
1116,Jessica Brunk,Fr,,"Prattville, Al",Huntingdon
1117,Kaitlyn Carter,Jr,5'8,"Enterprise, Ga",Huntingdon
1118,Lexie DeVuyst,So,5'8,"Blountstown, Fl",Huntingdon
1119,Margaret Rhodes,Fr,,"Montgomery, Al",Huntingdon
1120,Nichole LeFevre,Jr,,"Crestview, Fl",Huntingdon
1121,Shelby McAllister,Fr,,"Franklin, Tn",Huntingdon
1122,Shelby Young,So,5'8,"Niceville, Fl",Huntingdon
1123,Alyssa Doucette,Fr,6'0,"Eagan, Mn",Missouri State
1124,Ashley Ophoven,Jr,6'1,"Ozark, Mo",Missouri State
1125,Aubrey Cheffey,So,6'2,"Nixa, Mo",Missouri State
1126,Caroline Finnell,Sr,6'1,"Chesterfield, Mo",Missouri State
1127,Ivy Reynolds,GS,5'11,"Ozark, Mo",Missouri State
1128,Julia Hanson,So,6'0,"Fort Atkinson, Wis",Missouri State
1129,Kelsey Larsen,So,5'9,"Springfield, Mo",Missouri State
1130,Keylee Hawkins,Jr,5'9,"Nixa, Mo",Missouri State
1131,Lynsey Wright,Sr,6'0,"Glen Carbon, Ill",Missouri State
1132,Maddie Beck,Fr,5'9,"Hot Springs, Ark",Missouri State
1133,Mikaela Mosquera,Jr,6'1,"West Chicago, Ill",Missouri State
1134,Sam Brinkmann,Fr,5'8,"St Louis, Mo",Missouri State
1135,Sarah Demmer,Sr,6'0,"Lee's Summit, Mo",Missouri State
1136,Sydney Wright,So,5'8,"Glen Carbon, Ill",Missouri State
1137,Taylor Fricano,GS,6'4,"Palatine, Ill",Missouri State
1138,Veronica Snelling,Fr,5'10,"Glen Ellyn, Ill",Missouri State
1139,Alyssa Doucette,Fr,6'0,"Eagan, Mn",Irvine Valley College
1140,Ashley Ophoven,Jr,6'1,"Ozark, Mo",Irvine Valley College
1141,Aubrey Cheffey,So,6'2,"Nixa, Mo",Irvine Valley College
1142,Caroline Finnell,Sr,6'1,"Chesterfield, Mo",Irvine Valley College
1143,Ivy Reynolds,GS,5'11,"Ozark, Mo",Irvine Valley College
1144,Julia Hanson,So,6'0,"Fort Atkinson, Wis",Irvine Valley College
1145,Kelsey Larsen,So,5'9,"Springfield, Mo",Irvine Valley College
1146,Keylee Hawkins,Jr,5'9,"Nixa, Mo",Irvine Valley College
1147,Lynsey Wright,Sr,6'0,"Glen Carbon, Ill",Irvine Valley College
1148,Maddie Beck,Fr,5'9,"Hot Springs, Ark",Irvine Valley College
1149,Mikaela Mosquera,Jr,6'1,"West Chicago, Ill",Irvine Valley College
1150,Sam Brinkmann,Fr,5'8,"St Louis, Mo",Irvine Valley College
1151,Sarah Demmer,Sr,6'0,"Lee's Summit, Mo",Irvine Valley College
1152,Sydney Wright,So,5'8,"Glen Carbon, Ill",Irvine Valley College
1153,Taylor Fricano,GS,6'4,"Palatine, Ill",Irvine Valley College
1154,Veronica Snelling,Fr,5'10,"Glen Ellyn, Ill",Irvine Valley College
1155,Angela Docena,Fr,5'2,Escondido HS,Mira Costa College
1156,Bella  Gama,Fr,5'8,Ridgefield HS,Mira Costa College
1157,Celin Macdonald,Fr,6'2,Maple Mountain HS,Mira Costa College
1158,Chloe Tripp,So,6'0,McKinleyville HS,Mira Costa College
1159,Claire Kinder,So,5'10,Arcata HS,Mira Costa College
1160,Claudia Mathews,So,5'11,La Costa Canyon HS,Mira Costa College
1161,Halie Hess,Fr,5'9,Roseville HS,Mira Costa College
1162,Hayley Huntsman,So,5'11,Bonanza HS,Mira Costa College
1163,Jazleigh Ortiz,So,5'8,Imperial HS,Mira Costa College
1164,Kacy Hele,R-Fr,5'8,Granite Hills HS,Mira Costa College
1165,Lana Salzar,So,5'7,Española Valley HS,Mira Costa College
1166,Madison Merkow,Fr,5'8,Chaparral HS,Mira Costa College
1167,Madison Anderson,Fr,6'1,Ralston Valley HS,Mira Costa College
1168,Michelle Mason,Fr,5'6,Wood River HS,Mira Costa College
1169,Reilly Bosworth,So,6'1,San Pasqual HS,Mira Costa College
1170,Savannah Castellanos,Fr,5'6,Torrey Pines HS,Mira Costa College
1171,Violeti Faleumu,So,6'0,Vista HS,Mira Costa College
1172,Angela Docena,Fr,5'2,Escondido HS,Victor Valley College
1173,Bella  Gama,Fr,5'8,Ridgefield HS,Victor Valley College
1174,Celin Macdonald,Fr,6'2,Maple Mountain HS,Victor Valley College
1175,Chloe Tripp,So,6'0,McKinleyville HS,Victor Valley College
1176,Claire Kinder,So,5'10,Arcata HS,Victor Valley College
1177,Claudia Mathews,So,5'11,La Costa Canyon HS,Victor Valley College
1178,Halie Hess,Fr,5'9,Roseville HS,Victor Valley College
1179,Hayley Huntsman,So,5'11,Bonanza HS,Victor Valley College
1180,Jazleigh Ortiz,So,5'8,Imperial HS,Victor Valley College
1181,Kacy Hele,R-Fr,5'8,Granite Hills HS,Victor Valley College
1182,Lana Salzar,So,5'7,Española Valley HS,Victor Valley College
1183,Madison Merkow,Fr,5'8,Chaparral HS,Victor Valley College
1184,Madison Anderson,Fr,6'1,Ralston Valley HS,Victor Valley College
1185,Michelle Mason,Fr,5'6,Wood River HS,Victor Valley College
1186,Reilly Bosworth,So,6'1,San Pasqual HS,Victor Valley College
1187,Savannah Castellanos,Fr,5'6,Torrey Pines HS,Victor Valley College
1188,Violeti Faleumu,So,6'0,Vista HS,Victor Valley College
1189,Angela Docena,Fr,5'2,Escondido HS,Cabrillo
1190,Bella  Gama,Fr,5'8,Ridgefield HS,Cabrillo
1191,Celin Macdonald,Fr,6'2,Maple Mountain HS,Cabrillo
1192,Chloe Tripp,So,6'0,McKinleyville HS,Cabrillo
1193,Claire Kinder,So,5'10,Arcata HS,Cabrillo
1194,Claudia Mathews,So,5'11,La Costa Canyon HS,Cabrillo
1195,Halie Hess,Fr,5'9,Roseville HS,Cabrillo
1196,Hayley Huntsman,So,5'11,Bonanza HS,Cabrillo
1197,Jazleigh Ortiz,So,5'8,Imperial HS,Cabrillo
1198,Kacy Hele,R-Fr,5'8,Granite Hills HS,Cabrillo
1199,Lana Salzar,So,5'7,Española Valley HS,Cabrillo
1200,Madison Merkow,Fr,5'8,Chaparral HS,Cabrillo
1201,Madison Anderson,Fr,6'1,Ralston Valley HS,Cabrillo
1202,Michelle Mason,Fr,5'6,Wood River HS,Cabrillo
1203,Reilly Bosworth,So,6'1,San Pasqual HS,Cabrillo
1204,Savannah Castellanos,Fr,5'6,Torrey Pines HS,Cabrillo
1205,Violeti Faleumu,So,6'0,Vista HS,Cabrillo
1206,Angela Docena,Fr,5'2,Escondido HS,Foothill College
1207,Bella  Gama,Fr,5'8,Ridgefield HS,Foothill College
1208,Celin Macdonald,Fr,6'2,Maple Mountain HS,Foothill College
1209,Chloe Tripp,So,6'0,McKinleyville HS,Foothill College
1210,Claire Kinder,So,5'10,Arcata HS,Foothill College
1211,Claudia Mathews,So,5'11,La Costa Canyon HS,Foothill College
1212,Halie Hess,Fr,5'9,Roseville HS,Foothill College
1213,Hayley Huntsman,So,5'11,Bonanza HS,Foothill College
1214,Jazleigh Ortiz,So,5'8,Imperial HS,Foothill College
1215,Kacy Hele,R-Fr,5'8,Granite Hills HS,Foothill College
1216,Lana Salzar,So,5'7,Española Valley HS,Foothill College
1217,Madison Merkow,Fr,5'8,Chaparral HS,Foothill College
1218,Madison Anderson,Fr,6'1,Ralston Valley HS,Foothill College
1219,Michelle Mason,Fr,5'6,Wood River HS,Foothill College
1220,Reilly Bosworth,So,6'1,San Pasqual HS,Foothill College
1221,Savannah Castellanos,Fr,5'6,Torrey Pines HS,Foothill College
1222,Violeti Faleumu,So,6'0,Vista HS,Foothill College
1223,Camille Finley,Fr,6'1,San Benito HS,Gavilan College
1224,Christa Arroyo,So,5'5,Christopher HS,Gavilan College
1225,Emily  Jensen,Fr,6'2,Utah State,Gavilan College
1226,Evelyn  Clonts,Fr,6'1,Gilroy HS,Gavilan College
1227,Greysen Gilroy,Fr,5'7,Monte Vista Christian HS,Gavilan College
1228,Haley Leifheit,So,5'11,San Benito HS,Gavilan College
1229,Jenna Clonts,So,5'11,Gilroy HS,Gavilan College
1230,Kaitlyn Viray,Fr,5'9,Christopher HS,Gavilan College
1231,Kaitlyn Siaz,Fr,5'7,North Salinas HS,Gavilan College
1232,Karishma Brooks,So,5'9,Mountain House HS,Gavilan College
1233,Katie Dizon,Fr,5'8,Anzar HS,Gavilan College
1234,Lex Chavarria,Fr,5'10,San Benito HS,Gavilan College
1235,Mikeila Banda,Fr,5'8,Notre Dame Salinas HS,Gavilan College
1236,Sarah Weiby,Fr,5'11,Gilroy HS,Gavilan College
1237,Sierra Gaeta,So,5'5,Notre Dame San Jose HS,Gavilan College
1238,Camille Finley,Fr,6'1,San Benito HS,West Valley College
1239,Christa Arroyo,So,5'5,Christopher HS,West Valley College
1240,Emily  Jensen,Fr,6'2,Utah State,West Valley College
1241,Evelyn  Clonts,Fr,6'1,Gilroy HS,West Valley College
1242,Greysen Gilroy,Fr,5'7,Monte Vista Christian HS,West Valley College
1243,Haley Leifheit,So,5'11,San Benito HS,West Valley College
1244,Jenna Clonts,So,5'11,Gilroy HS,West Valley College
1245,Kaitlyn Viray,Fr,5'9,Christopher HS,West Valley College
1246,Kaitlyn Siaz,Fr,5'7,North Salinas HS,West Valley College
1247,Karishma Brooks,So,5'9,Mountain House HS,West Valley College
1248,Katie Dizon,Fr,5'8,Anzar HS,West Valley College
1249,Lex Chavarria,Fr,5'10,San Benito HS,West Valley College
1250,Mikeila Banda,Fr,5'8,Notre Dame Salinas HS,West Valley College
1251,Sarah Weiby,Fr,5'11,Gilroy HS,West Valley College
1252,Sierra Gaeta,So,5'5,Notre Dame San Jose HS,West Valley College
1253,Arizona Webb,Fr,5'8,Elko HS,Feather River College
1254,Chloe Hampton,Fr,5'11,"Oakland, Ca",Feather River College
1255,Cortney Blumenthal,Fr,5'8,Boulder City HS,Feather River College
1256,Cyan Blackdeer,So,5'9,Legend HS,Feather River College
1257,Delihah Cardenas,Fr,5'7,Eastwood HS,Feather River College
1258,Jada Barnes,Fr,5'4,Bret Harte HS,Feather River College
1259,Jillian Wright,So,5'11,Elko HS,Feather River College
1260,Kaaleya Price,Fr,5'9,Midwest Christian Academy,Feather River College
1261,Kaitlyn Dingle,Fr,5'7,Quincy HS,Feather River College
1262,Katie McKay,So,5'7,Terra Nova HS,Feather River College
1263,Kyla Kincaid,So,5'4,Churchill County HS,Feather River College
1264,Madison Howard,Fr,5'10,Kimball HS,Feather River College
1265,Precious Helekahi,So,5'3,Hana HS,Feather River College
1266,Ramsey Weber,So,5'8,Willows HS,Feather River College
1267,Rebekah Grammer,Fr,5'5,Quincy HS,Feather River College
1268,Anastasia McCauley,Fr,,Arcata HS,College of the Redwoods
1269,Courtney Wilkinson,So,,La Quinta HS,College of the Redwoods
1270,Elise Wilson,Fr,,Golden Sierra HS,College of the Redwoods
1271,Katy Shumard,Fr,,Eureka HS,College of the Redwoods
1272,Luz Chavez-Contreras,Fr,,Arcata HS,College of the Redwoods
1273,Magnolia Gutierrez,Fr,,East Union HS,College of the Redwoods
1274,Savannah Humburger,Fr,,Earnest McBride HS,College of the Redwoods
1275,Anastasia McCauley,Fr,,Arcata HS,San Joaquin Delta College
1276,Courtney Wilkinson,So,,La Quinta HS,San Joaquin Delta College
1277,Elise Wilson,Fr,,Golden Sierra HS,San Joaquin Delta College
1278,Katy Shumard,Fr,,Eureka HS,San Joaquin Delta College
1279,Luz Chavez-Contreras,Fr,,Arcata HS,San Joaquin Delta College
1280,Magnolia Gutierrez,Fr,,East Union HS,San Joaquin Delta College
1281,Savannah Humburger,Fr,,Earnest McBride HS,San Joaquin Delta College
1282,Alex Cook,Fr,5'7,Nevada Union HS,Sierra College
1283,Bella Orteza,So,5'3,Placer HS,Sierra College
1284,Brittany Boerstra,So,5'11,"Osterhout, Netherlands",Sierra College
1285,Gabrielle Roberts,Fr,6'3,Whitnery HS,Sierra College
1286,Grace Sanders,Fr,6'0,Foresthill HS,Sierra College
1287,Grace Lemmo,So,5'7,Vista del Lago HS,Sierra College
1288,Jasmine Dean,Fr,5'11,Colfax HS,Sierra College
1289,Kalala Strickland,So,5'10,Oakmont HS,Sierra College
1290,Kapri Pelle,Fr,5'11,Placer HS,Sierra College
1291,Kylie Shinn,So,5'10,Colfax HS,Sierra College
1292,Maddy Rowland,So,5'10,Casa Roble HS,Sierra College
1293,Madison Meteer,Fr,5'10,Del Oro HS,Sierra College
1294,Meghan Merlino,Fr,5'10,Rio Americano HS,Sierra College
1295,Ryan Blackwood,So,5'2,Roseville HS,Sierra College
1296,Sara Schell,Fr,5'11,Bear River HS,Sierra College
1297,Savannah Schroeder,Fr,5'9,Ponderosa HS,Sierra College
1298,Alex Cook,Fr,5'7,Nevada Union HS,Cypress College
1299,Bella Orteza,So,5'3,Placer HS,Cypress College
1300,Brittany Boerstra,So,5'11,"Osterhout, Netherlands",Cypress College
1301,Gabrielle Roberts,Fr,6'3,Whitnery HS,Cypress College
1302,Grace Sanders,Fr,6'0,Foresthill HS,Cypress College
1303,Grace Lemmo,So,5'7,Vista del Lago HS,Cypress College
1304,Jasmine Dean,Fr,5'11,Colfax HS,Cypress College
1305,Kalala Strickland,So,5'10,Oakmont HS,Cypress College
1306,Kapri Pelle,Fr,5'11,Placer HS,Cypress College
1307,Kylie Shinn,So,5'10,Colfax HS,Cypress College
1308,Maddy Rowland,So,5'10,Casa Roble HS,Cypress College
1309,Madison Meteer,Fr,5'10,Del Oro HS,Cypress College
1310,Meghan Merlino,Fr,5'10,Rio Americano HS,Cypress College
1311,Ryan Blackwood,So,5'2,Roseville HS,Cypress College
1312,Sara Schell,Fr,5'11,Bear River HS,Cypress College
1313,Savannah Schroeder,Fr,5'9,Ponderosa HS,Cypress College
1314,Andrea Lopez,Fr,5'8,Mater Dei HS,Fullerton College
1315,Ashley Pruitt,Fr,5'6,El Dorado HS,Fullerton College
1316,Carlie Ortega,Fr,5'6,Bishop Amat HS,Fullerton College
1317,Catherine Serna,Fr,5'7,John F. Kennedy HS,Fullerton College
1318,Kailyn Case,Fr,5'11,Yorba Linda HS,Fullerton College
1319,Kaylyn Johnson,Fr,5'11,Colony HS,Fullerton College
1320,Kendall Campos,Fr,5'7,Esperanza HS,Fullerton College
1321,Kristine Perez,So,5'7,Valencia HS,Fullerton College
1322,Lauren Schaefer,Fr,5'9,Yorba Linda HS,Fullerton College
1323,Nakitta Masoe,Fr,5'9,Garden Grove HS,Fullerton College
1324,Prescilla Gutierrez,Fr,5'5,Los Altos HS,Fullerton College
1325,Samaria Longstreet,Fr,5'11,Lakewood HS,Fullerton College
1326,Akimi Fujikura,So,,Irvine HS,Golden West College
1327,Amanda Sosa,So,,Huntington Beach HS,Golden West College
1328,Andrea Gonzalez,So,,Redondo Union HS,Golden West College
1329,Ashleigh Atsaros,So,,Huntington Beach HS,Golden West College
1330,Cherene Uale,So,,Hillsdale HS,Golden West College
1331,Eden Vawaardenburg,Fr,,Marina HS,Golden West College
1332,Erica Cantley,So,,Cypress HS,Golden West College
1333,Holly Hennessy,Fr,,Marina HS,Golden West College
1334,Jasmine Gonzalez,So,,,Golden West College
1335,Jennifer Pham,Fr,,Westminster HS,Golden West College
1336,Keilani Pearson,Fr,,Huntington Beach HS,Golden West College
1337,Melissa Martinez,So,,,Golden West College
1338,Akimi Fujikura,So,,Irvine HS,Antelope Valley College
1339,Amanda Sosa,So,,Huntington Beach HS,Antelope Valley College
1340,Andrea Gonzalez,So,,Redondo Union HS,Antelope Valley College
1341,Ashleigh Atsaros,So,,Huntington Beach HS,Antelope Valley College
1342,Cherene Uale,So,,Hillsdale HS,Antelope Valley College
1343,Eden Vawaardenburg,Fr,,Marina HS,Antelope Valley College
1344,Erica Cantley,So,,Cypress HS,Antelope Valley College
1345,Holly Hennessy,Fr,,Marina HS,Antelope Valley College
1346,Jasmine Gonzalez,So,,,Antelope Valley College
1347,Jennifer Pham,Fr,,Westminster HS,Antelope Valley College
1348,Keilani Pearson,Fr,,Huntington Beach HS,Antelope Valley College
1349,Melissa Martinez,So,,,Antelope Valley College
1350,Alex Paris,So,5'10,Stockdale HS,Bakersfield College
1351,Bianca Logsdon,Fr,5'11,Stockdale HS,Bakersfield College
1352,Brooke Horack,So,5'10,Centennial HS,Bakersfield College
1353,Caitlyn Foreman,Fr,5'8,,Bakersfield College
1354,Haley Sanchez,So,5'5,Centennial HS,Bakersfield College
1355,Jourdan Muro,So,5'10,Centennial HS,Bakersfield College
1356,Rachel Hoover,Fr,5'10,Garces Memorial HS,Bakersfield College
1357,Reece Stevenson,So,5'6,Centennial HS,Bakersfield College
1358,Sarah Armendariz,Fr,5'9,Clovis West HS,Bakersfield College
1359,Shyanne Baez,Fr,5'4,Golden Valley HS,Bakersfield College
1360,Alex Paris,So,5'10,Stockdale HS,Moorpark College
1361,Bianca Logsdon,Fr,5'11,Stockdale HS,Moorpark College
1362,Brooke Horack,So,5'10,Centennial HS,Moorpark College
1363,Caitlyn Foreman,Fr,5'8,,Moorpark College
1364,Haley Sanchez,So,5'5,Centennial HS,Moorpark College
1365,Jourdan Muro,So,5'10,Centennial HS,Moorpark College
1366,Rachel Hoover,Fr,5'10,Garces Memorial HS,Moorpark College
1367,Reece Stevenson,So,5'6,Centennial HS,Moorpark College
1368,Sarah Armendariz,Fr,5'9,Clovis West HS,Moorpark College
1369,Shyanne Baez,Fr,5'4,Golden Valley HS,Moorpark College
1370,Armonee Hunter,So,5'9,Ventura HS,Ventura College
1371,Braxton Jessie,So,5'9,Kearney HS,Ventura College
1372,Carina Cates,So,5'9,Pacifica HS,Ventura College
1373,Caryssa Castrejon,R-So,5'5,Ventura HS,Ventura College
1374,Daisy  Martinez,So,5'4,St Bonaventure HS,Ventura College
1375,Danielle Garcia,Fr,5'6,Camarillo HS,Ventura College
1376,Janessa Simental,So,5'7,Oxnard HS,Ventura College
1377,Jordan Neria,Fr,5'5,Buena HS,Ventura College
1378,Kasie Spencer,Fr,5'7,Foothill Tech HS,Ventura College
1379,Madoline Bolish,R-So,5'10,Oxnard HS,Ventura College
1380,Payton Greiner,R-So,5'10,Foothill Tech HS,Ventura College
1381,Shea McKeown,Fr,5'6,Oxnard HS,Ventura College
1382,Sofia Gomez,Fr,5'9,Oxnard HS,Ventura College
1383,Taylor Benitez-Fanslow,Fr,5'10,Thousand Oaks HS,Ventura College
1384,Alex Hayes,So,5'5,Mission Viejo HS,Orange Coast College
1385,Devyn Holland,Fr,5'10,Santiago HS,Orange Coast College
1386,Enjelica Glatti,So,5'8,Woodbridge HS,Orange Coast College
1387,Georgia Grisham,Fr,5'6,Huntington Beach HS,Orange Coast College
1388,Hannah Reid,Fr,5'5,Huntington Beach HS,Orange Coast College
1389,Hannah Del Barto,Fr,5'5,"Vista Ridge, Tx",Orange Coast College
1390,Jadelyn Forgiarini,So,5'9,Edison HS,Orange Coast College
1391,Kacey Mathieson,Fr,5'6,Edison HS,Orange Coast College
1392,Keika Yoshizumi,So,5'7,La Quinta HS,Orange Coast College
1393,Molly Thee,Fr,5'5,Aliso Niguel HS,Orange Coast College
1394,Rylee Adair,Fr,5'2,"St Francis, Hi",Orange Coast College
1395,Sierra Lim,So,5'5,"Kaiser, Hi",Orange Coast College
1396,Sophie Ajang,Fr,5'7,Del Norte HS,Orange Coast College
1397,Tileree Johnson,Fr,5'8,"Castle, Hi",Orange Coast College
1398,Brittney Diffine,So,5'7,Poly HS,Riverside City College
1399,Delaney Beck,So,5'8,Poly HS,Riverside City College
1400,Julia Balancier,Fr,5'9,MLK HS,Riverside City College
1401,Kiara Oregon,Fr,5'8,Hillcrest HS,Riverside City College
1402,Lauren Dunmore,Fr,6'0,King HS,Riverside City College
1403,Madison Bogh,Fr,5'11,Citrus HS,Riverside City College
1404,Marcella Rodriguez,Fr,5'7,Moreno Valley HS,Riverside City College
1405,Natalie Escher,Fr,5'8,Redlands HS,Riverside City College
1406,Patricia Brucks,Fr,5'4,Poly HS,Riverside City College
1407,Roni Lopez,Fr,5'3,Grand Terrace HS,Riverside City College
1408,Rozarya Barrett,Fr,5'10,Upland HS,Riverside City College
1409,Taylor Gardner,Fr,5'3,Grand Terrace HS,Riverside City College
1410,Telanni Childs,Fr,6'1,Upland HS,Riverside City College
1411,Vanessa Dominiquez,Fr,5'6,Hillcrest HS,Riverside City College
1412,Antonette Rolda,So,5'7,Trabuco Hills HS,Saddleback College
1413,Avie Butsko,So,6'0,El Toro HS,Saddleback College
1414,Forfeit  1,,,,Saddleback College
1415,Forfiet 2,,,,Saddleback College
1416,Jillian Hewitt,Fr,5'7,Trabuco Hills HS,Saddleback College
1417,Kayla Logsdon,So,5'9,Mill Valley HS,Saddleback College
1418,Keara O'Brien-Pol,So,6'0,Exeter HS,Saddleback College
1419,Kiana  Camarlo,,,,Saddleback College
